,Processed File Name,Group,Year,geoBoundaryType,Boundary Level,Source 1,Source 2,License,License Detail,License Source,Link to Source Data-inaccurate; has some links to licenses,Link to Source Data,Recorder (Name),Last Updated Date
618,ARE_ADM0.zip,United Arab Emirates,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
619,ARE_ADM1.zip,United Arab Emirates,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
620,GBR_ADM0.zip,United Kingdom,2018,Open & Authoritative,ADM 0,Office of National Statistics Geography,,Open Data Commons Open Database License 1.0,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,http://geoportal.statistics.gov.uk/datasets/local-administrative-units-level-1-january-2018-full-extent-boundaries-in-united-kingdom,No,http://geoportal.statistics.gov.uk/datasets/local-administrative-units-level-1-january-2018-full-extent-boundaries-in-united-kingdom,,5/25/20
621,GBR_ADM1.zip,United Kingdom,2018,Open & Authoritative,ADM 1,Office of National Statistics Geography,,Open Data Commons Open Database License 1.0,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,http://geoportal.statistics.gov.uk/datasets/local-administrative-units-level-1-january-2018-full-extent-boundaries-in-united-kingdom,No,http://geoportal.statistics.gov.uk/datasets/local-administrative-units-level-1-january-2018-full-extent-boundaries-in-united-kingdom,,5/25/20
622,GBR_ADM2.zip,United Kingdom,2019,Open & Authoritative,ADM 2,Office for National Statistics Open Geography Portal,,Open Data Commons Open Database License 1.0,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-april-2019-boundaries-uk-bfc?geometry=-86.062%2C46.017%2C26.262%2C63.434,No,https://geoportal.statistics.gov.uk/datasets/local-authority-districts-april-2019-boundaries-uk-bfc?geometry=-86.062%2C46.017%2C26.262%2C63.434,,5/25/20
623,GBR_ADM3.zip,United Kingdom,2018,Open & Authoritative,ADM 3,Office for National Statistics Open Geography Portal,,Open Data Commons Open Database License 1.0,http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,https://geoportal.statistics.gov.uk/datasets/wards-december-2018-full-extent-boundaries-uk?geometry=-96.518%2C48.053%2C70.738%2C64.739,No,https://geoportal.statistics.gov.uk/datasets/wards-december-2018-full-extent-boundaries-uk?geometry=-96.518%2C48.053%2C70.738%2C64.739,,5/25/20
624,USA_ADM0.zip,United States,2017,Open & Authoritative,ADM 0,US Census,,Open Data Commons Open Database License 1.0,,https://www.census.gov/about/policies/open-gov/open-data.html,No,https://www.census.gov/geographies/mapping-files/time-series/geo/carto-boundary-file.html,,5/25/20
625,USA_ADM1.zip,United States,2017,Open & Authoritative,ADM 1,US Census,,Open Data Commons Open Database License 1.0,,https://www.census.gov/about/policies/open-gov/open-data.html,No,https://www.census.gov/geographies/mapping-files/time-series/geo/carto-boundary-file.html,,5/25/20
626,USA_ADM2.zip,United States,2016,Open & Authoritative,ADM 2,US Census,,Open Data Commons Open Database License 1.0,,https://www.census.gov/about/policies/open-gov/open-data.html,No,https://www.census.gov/geographies/mapping-files/time-series/geo/carto-boundary-file.html,,5/25/20
627,URY_ADM0.zip,Uruguay,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
628,URY_ADM1.zip,Uruguay,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
630,UZB_ADM0.zip,Uzbekistan,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
631,UZB_ADM1.zip,Uzbekistan,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
632,UZB_ADM2.zip,Uzbekistan,2017,Open,ADM 2,"OpenStreetMap, digitized from https://en.wikipedia.org/wiki/Districts_of_Uzbekistan#/media/File:Uzbekistan_districts.png",Allison Bowers,Public Domain,,https://commons.wikimedia.org/wiki/File:Uzbekistan_districts.png,No,https://commons.wikimedia.org/wiki/File:Uzbekistan_districts.png,,5/25/20
633,VAT_ADM0.zip,Vatican City,2020,Open,ADM0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
634,VUT_ADM0.zip,Vanuatu,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
635,VUT_ADM1.zip,Vanuatu,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
636,VUT_ADM2.zip,Vanuatu,2014,,ADM 2,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196561929726128128/photo/1,No,http://prism.spc.int/regional-data-and-tools/popgis2,,5/25/20
637,VUT_ADM3.zip,Vanuatu,2014,,ADM 3,POPGIS,,Other - Direct Permission,Granted to redistribute in email,https://twitter.com/WMgeoLab/status/1196561929726128128/photo/2,No,http://prism.spc.int/regional-data-and-tools/popgis2,,5/25/20
638,VEN_ADM0.zip,Venezuela,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
639,VEN_ADM1.zip,Venezuela,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
640,VEN_ADM2.zip,Venezuela,2015,Open,ADM 2,"EfraÃ­n Porto TapiquÃ©n GeografÃ­a, SIG y Estudios Ambientales",,Open Data Commons Open Database License 1.0,"""Municipios de Venezuela"". Descargado desde http://tapiquen-sig.jimdo.com. 
 Carlos Efrain Porto Tapiquen. Orogenesis Soluciones Geograficas. Porlamar, Venezuela 2015.Distribucion Gratuita.",https://twitter.com/WMgeoLab/status/1251983690709827590,,https://tapiquen-sig.jimdofree.com/descargas-gratuitas/venezuela/,,5/25/20
648,YEM_ADM0.zip,Yemen,2017,Open,ADM 0,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
649,YEM_ADM1.zip,Yemen,2017,Open,ADM 1,OpenStreetMap,Wambacher,Open Data Commons Open Database License 1.0,Open Data Commons Open Database License 1.0,https://www.openstreetmap.org/copyright,No,https://wambachers-osm.website/boundaries/,,5/25/20
